urn,school_name,postcode,lea_code,county,academic_year,total_pupils,att8_score,district_name
124887,Woodbridge School,IP124JH,935,Suffolk,2023-2024,761,40.1,East Suffolk
141236,Alde Valley Academy,IP164BG,935,Suffolk,2024-2025,674,33.7,East Suffolk
137459,The Ashley School,NR324EU,935,Suffolk,2024-2025,189,0.6,East Suffolk
138274,Beccles High School,NR347BQ,935,Suffolk,2024-2025,238,27.6,East Suffolk
142759,Benjamin Britten Academy of Music and Mathematics,NR324PZ,935,Suffolk,2024-2025,1262,44.9,East Suffolk
124879,Bramfield House School,IP199AB,935,Suffolk,2024-2025,116,3.3,East Suffolk
138250,Breckland School,IP270PE,935,Suffolk,2024-2025,613,42.4,West Suffolk
136998,Bungay High School,NR351RW,935,Suffolk,2024-2025,996,41.7,East Suffolk
136990,Bury St Edmunds County High School,IP326RF,935,Suffolk,2024-2025,739,49.8,West Suffolk
148541,Castle EAST School,NR351JS,935,Suffolk,2024-2025,120,9,East Suffolk
138162,Castle Manor Academy,CB99JE,935,Suffolk,2024-2025,757,40.3,West Suffolk
124890,Centre Academy East Anglia,IP77QR,935,Suffolk,2024-2025,83,10.7,Babergh
138373,Chantry Academy,IP29LR,935,Suffolk,2024-2025,984,33.9,Ipswich
139732,Churchill Special Free School,CB90LB,935,Suffolk,2024-2025,71,34.1,West Suffolk
144214,Claydon High School,IP60EG,935,Suffolk,2024-2025,771,45,Mid Suffolk
136827,Copleston High School,IP45HD,935,Suffolk,2024-2025,1937,46.9,Ipswich
124886,Culford School,IP286TX,935,Suffolk,2024-2025,895,31.3,West Suffolk
136416,Debenham High School,IP146BL,935,Suffolk,2024-2025,699,55.7,Mid Suffolk
137218,East Bergholt High School,CO76RJ,935,Suffolk,2024-2025,894,47.8,Babergh
137134,East Point Academy,NR330UQ,935,Suffolk,2024-2025,826,39.5,East Suffolk
136834,Farlingaye High School,IP124JX,935,Suffolk,2024-2025,1883,43.8,East Suffolk
137321,Felixstowe School,IP119QR,935,Suffolk,2024-2025,1211,38.5,East Suffolk
124892,Finborough School,IP143EF,935,Suffolk,2024-2025,680,37.5,Mid Suffolk
124884,Framlingham College,IP139EY,935,Suffolk,2024-2025,557,43.5,East Suffolk
136918,Hadleigh High School,IP75HU,935,Suffolk,2024-2025,731,43.6,Babergh
136271,Hartismere School,IP237BL,935,Suffolk,2024-2025,1051,53,Mid Suffolk
137208,Holbrook Academy,IP92QX,935,Suffolk,2024-2025,593,41.2,Babergh
136453,Ipswich Academy,IP30SP,935,Suffolk,2024-2025,1006,37.6,Ipswich
124888,Ipswich High School,IP91AZ,935,Suffolk,2024-2025,534,48.6,Babergh
124881,Ipswich School,IP13SG,935,Suffolk,2024-2025,1132,68.1,Ipswich
140047,Ixworth High School,IP312HS,935,Suffolk,2024-2025,547,44,West Suffolk
136969,Kesgrave High School,IP52PB,935,Suffolk,2024-2025,1858,49.7,East Suffolk
124856,King Edward VI CEVC School,IP333BH,935,Suffolk,2024-2025,1199,45.4,West Suffolk
135689,The Meadows Montessori School,IP16AR,935,Suffolk,2024-2025,68,41.1,Ipswich
139867,Mildenhall College Academy,IP287JX,935,Suffolk,2024-2025,1338,37.4,West Suffolk
146332,New Skill Centre,IP39QR,935,Suffolk,2024-2025,60,10.9,Ipswich
140669,Newmarket Academy,CB80EB,935,Suffolk,2024-2025,813,45.9,West Suffolk
124840,Northgate High School,IP43DL,935,Suffolk,2024-2025,1709,50.6,Ipswich
127003,On Track Education Mildenhall,IP287RD,935,Suffolk,2024-2025,43,3.7,West Suffolk
134480,OneSchool Global UK Colchester Campus,CO64RW,935,Suffolk,2024-2025,131,58.2,Babergh
139403,Ormiston Denes Academy,NR324AH,935,Suffolk,2024-2025,730,40.5,East Suffolk
137674,Ormiston Endeavour Academy,IP16SG,935,Suffolk,2024-2025,739,42.8,Ipswich
138506,Ormiston Sudbury Academy,CO101NW,935,Suffolk,2024-2025,679,39.6,Babergh
146909,Pakefield High School,NR337AQ,935,Suffolk,2024-2025,701,38.4,East Suffolk
137433,Priory School,IP327BH,935,Suffolk,2024-2025,224,0.1,West Suffolk
124889,Royal Hospital School,IP92RX,935,Suffolk,2024-2025,545,50.9,Babergh
143911,The Ryes College,CO105NA,935,Suffolk,2024-2025,29,3.8,Babergh
137849,St Alban's Catholic High School,IP43NJ,935,Suffolk,2024-2025,996,46.9,Ipswich
149285,St Benedict's Catholic School,IP326RH,935,Suffolk,2024-2025,976,49.8,West Suffolk
124868,Saint Felix School,IP186SD,935,Suffolk,2024-2025,244,41.1,East Suffolk
124883,St Joseph's College,IP29DR,935,Suffolk,2024-2025,577,54.7,Ipswich
136322,Samuel Ward Academy,CB90LD,935,Suffolk,2024-2025,1152,43.8,West Suffolk
147849,Sir Bobby Robson School,IP39FA,935,Suffolk,2024-2025,66,2,Ipswich
137055,Sir John Leman High School,NR349PG,935,Suffolk,2024-2025,1439,44.8,East Suffolk
149108,Sir Peter Hall School,IP327PJ,935,Suffolk,2024-2025,56,1,West Suffolk
124865,Stoke College,CO108JE,935,Suffolk,2024-2025,104,36.2,West Suffolk
140032,Stoke High School - Ormiston Academy,IP28PL,935,Suffolk,2024-2025,790,34.3,Ipswich
141407,Stone Lodge Academy,IP29HW,935,Suffolk,2024-2025,173,0.4,Ipswich
136757,Stour Valley Community School,CO108PJ,935,Suffolk,2024-2025,569,44.5,West Suffolk
145055,Stowmarket High School,IP141QR,935,Suffolk,2024-2025,896,40.5,Mid Suffolk
151384,Stowupland High School,IP144BQ,935,Suffolk,2024-2025,897,41.1,Mid Suffolk
137901,Stradbroke High School,IP215JN,935,Suffolk,2024-2025,339,44.3,Mid Suffolk
149151,Sunrise Academy,NR338AX,935,Suffolk,2024-2025,44,2.5,East Suffolk
140969,Sybil Andrews Academy,IP327QB,935,Suffolk,2024-2025,627,49.5,West Suffolk
141639,Thomas Gainsborough School,CO100NH,935,Suffolk,2024-2025,1615,46.1,Babergh
136782,Thomas Mills High School & Sixth Form,IP139HE,935,Suffolk,2024-2025,1001,48.4,East Suffolk
124802,Thurston Community College,IP313PB,935,Suffolk,2024-2025,1484,46.9,Mid Suffolk
139288,Westbourne Academy,IP15JN,935,Suffolk,2024-2025,1038,39.7,Ipswich
148058,Wetheringsett Manor School,IP145QX,935,Suffolk,2024-2025,98,12.6,Mid Suffolk
149072,Woodbridge Road Academy,IP42EB,935,Suffolk,2024-2025,75,12.8,Ipswich
124887,Woodbridge School,IP124JH,935,Suffolk,2024-2025,739,40.4,East Suffolk
