postcode,avg_download,max_download,avg_upload,max_upload,lsoa_code,lsoa_name,district_code,district_name
IP20XE,70.3,200,5.8,20,E01029984,Ipswich 010A,E07000202,Ipswich
IP20XF,59.9,200,5.8,20,E01029986,Ipswich 010C,E07000202,Ipswich
IP20XG,78.1,200,8.2,13.4,E01029984,Ipswich 010A,E07000202,Ipswich
IP20XQ,67.2,200,5.5,20,E01029986,Ipswich 010C,E07000202,Ipswich
IP214AB,38.1,80,8.7,20,E01030064,Mid Suffolk 001C,E07000203,Mid Suffolk
IP214AD,31,50.1,5.3,8.7,E01030064,Mid Suffolk 001C,E07000203,Mid Suffolk
IP214AF,35.9,76.6,8.5,20,E01030064,Mid Suffolk 001C,E07000203,Mid Suffolk
IP214AJ,31.2,55,5.9,10,E01030064,Mid Suffolk 001C,E07000203,Mid Suffolk
IP214AP,18.8,42.1,4.1,8.9,E01030064,Mid Suffolk 001C,E07000203,Mid Suffolk
IP214AQ,26.6,74.3,5.2,20,E01030064,Mid Suffolk 001C,E07000203,Mid Suffolk
IP214AX,44.7,80,10.1,20,E01030064,Mid Suffolk 001C,E07000203,Mid Suffolk
IP214AZ,45.9,78.2,10.1,20,E01030064,Mid Suffolk 001C,E07000203,Mid Suffolk
IP214BE,53.5,74.8,12,19.2,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214BL,18,31.5,3.2,5.9,E01030064,Mid Suffolk 001C,E07000203,Mid Suffolk
IP214BN,2.3,3.2,0.6,1,E01030064,Mid Suffolk 001C,E07000203,Mid Suffolk
IP214BP,2.2,2.8,0.5,0.7,E01030064,Mid Suffolk 001C,E07000203,Mid Suffolk
IP214BU,9.2,18,1.2,2.1,E01030064,Mid Suffolk 001C,E07000203,Mid Suffolk
IP214BX,5.5,9.5,1,1.2,E01030064,Mid Suffolk 001C,E07000203,Mid Suffolk
IP214DB,40.4,60.3,10.8,20,E01026934,South Norfolk 014E,E07000149,South Norfolk
IP214DD,42,79.9,10.5,20,E01026934,South Norfolk 014E,E07000149,South Norfolk
IP214DF,23.6,40,5.4,10,E01026934,South Norfolk 014E,E07000149,South Norfolk
IP214DG,51.2,80,13.6,20,E01026934,South Norfolk 014E,E07000149,South Norfolk
IP214DH,27.8,64,6.3,16.9,E01026934,South Norfolk 014E,E07000149,South Norfolk
IP214DJ,25.6,55,6.2,10,E01026934,South Norfolk 014E,E07000149,South Norfolk
IP214DL,43.1,72.4,11.1,20,E01026934,South Norfolk 014E,E07000149,South Norfolk
IP214DN,41.8,80,10,20,E01026934,South Norfolk 014E,E07000149,South Norfolk
IP214DP,49.6,80,11.4,20,E01026934,South Norfolk 014E,E07000149,South Norfolk
IP214DQ,30.4,76.3,8,20,E01026934,South Norfolk 014E,E07000149,South Norfolk
IP214DR,61.3,80,14.8,20,E01026934,South Norfolk 014E,E07000149,South Norfolk
IP214DS,15.8,40,2.4,10,E01026934,South Norfolk 014E,E07000149,South Norfolk
IP214DT,45.5,80,12.9,20,E01026934,South Norfolk 014E,E07000149,South Norfolk
IP214DU,33.2,75.7,9,20,E01026934,South Norfolk 014E,E07000149,South Norfolk
IP214DW,37.6,79.4,10.5,20,E01026934,South Norfolk 014E,E07000149,South Norfolk
IP214DX,40.4,79.7,10.2,20,E01026934,South Norfolk 014E,E07000149,South Norfolk
IP214DY,46.3,79.9,11.4,20,E01026934,South Norfolk 014E,E07000149,South Norfolk
IP214DZ,55.9,79.9,14,20,E01026934,South Norfolk 014E,E07000149,South Norfolk
IP214EA,40.7,80,10.3,20,E01026934,South Norfolk 014E,E07000149,South Norfolk
IP214EB,32.9,76.6,8.2,20,E01026934,South Norfolk 014E,E07000149,South Norfolk
IP214ED,35.2,80,8.4,20,E01026934,South Norfolk 014E,E07000149,South Norfolk
IP214EF,34.9,79.9,9.1,20,E01026934,South Norfolk 014E,E07000149,South Norfolk
IP214EG,26.3,69.9,6.2,20,E01026934,South Norfolk 014E,E07000149,South Norfolk
IP214EH,46.7,75.3,11.7,20,E01026934,South Norfolk 014E,E07000149,South Norfolk
IP214EL,30.3,73.8,5.5,20,E01026935,South Norfolk 014F,E07000149,South Norfolk
IP214EN,57.5,79.9,14.7,20,E01026934,South Norfolk 014E,E07000149,South Norfolk
IP214EP,22.7,55,4.2,10,E01026935,South Norfolk 014F,E07000149,South Norfolk
IP214ES,11.8,27.7,2.2,4.3,E01026935,South Norfolk 014F,E07000149,South Norfolk
IP214ET,36.8,79.9,7.3,20,E01026935,South Norfolk 014F,E07000149,South Norfolk
IP214EX,50.3,80,11.6,20,E01026934,South Norfolk 014E,E07000149,South Norfolk
IP214EY,26.7,40,5.6,8.4,E01026935,South Norfolk 014F,E07000149,South Norfolk
IP214FE,58.7,77.5,14.9,19.8,E01026887,South Norfolk 014D,E07000149,South Norfolk
IP214GA,64.2,77.6,17.8,20,E01026934,South Norfolk 014E,E07000149,South Norfolk
IP214HD,9.8,13.8,1.1,1.3,E01026935,South Norfolk 014F,E07000149,South Norfolk
IP214HE,56.9,79.9,14,20,E01026934,South Norfolk 014E,E07000149,South Norfolk
IP214HG,46.9,67.2,11.2,20,E01026935,South Norfolk 014F,E07000149,South Norfolk
IP214HH,38.9,40,7,7.7,E01026935,South Norfolk 014F,E07000149,South Norfolk
IP214HL,14.9,17.8,1.2,1.4,E01026935,South Norfolk 014F,E07000149,South Norfolk
IP214HR,0.6,0.7,0.4,0.4,E01026935,South Norfolk 014F,E07000149,South Norfolk
IP214HS,1.6,2.9,0.4,0.4,E01026935,South Norfolk 014F,E07000149,South Norfolk
IP214HU,1,1.4,0.4,0.4,E01026935,South Norfolk 014F,E07000149,South Norfolk
IP214HX,46.8,78.9,12,20,E01026935,South Norfolk 014F,E07000149,South Norfolk
IP214JA,44.3,80,11,20,E01026935,South Norfolk 014F,E07000149,South Norfolk
IP214JB,42.5,79.9,9.8,20,E01026935,South Norfolk 014F,E07000149,South Norfolk
IP214JD,36,80,8.2,20,E01026935,South Norfolk 014F,E07000149,South Norfolk
IP214JE,4.3,6.2,0.4,0.4,E01026935,South Norfolk 014F,E07000149,South Norfolk
IP214JG,2.9,5,0.4,0.4,E01026935,South Norfolk 014F,E07000149,South Norfolk
IP214JH,5,40,0.9,8.3,E01026935,South Norfolk 014F,E07000149,South Norfolk
IP214JJ,8.6,40,1.8,10,E01026935,South Norfolk 014F,E07000149,South Norfolk
IP214JL,4.6,7.2,0.4,0.4,E01026935,South Norfolk 014F,E07000149,South Norfolk
IP214JP,4,6.2,0.5,0.8,E01026935,South Norfolk 014F,E07000149,South Norfolk
IP214JR,21.9,65.3,4.4,15.1,E01026935,South Norfolk 014F,E07000149,South Norfolk
IP214JY,4.9,40,0.6,8.9,E01026935,South Norfolk 014F,E07000149,South Norfolk
IP214LA,2.9,4.4,0.4,0.4,E01026935,South Norfolk 014F,E07000149,South Norfolk
IP214LB,6.4,40,1.2,10,E01026935,South Norfolk 014F,E07000149,South Norfolk
IP214LD,4.4,6.8,0.5,0.8,E01026935,South Norfolk 014F,E07000149,South Norfolk
IP214LH,3.6,5.1,0.4,0.4,E01026935,South Norfolk 014F,E07000149,South Norfolk
IP214LL,8.6,55,2,20,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP214LN,7.7,19.1,1.3,4.5,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP214LQ,4.8,8,0.4,0.4,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP214LR,6.8,8.1,0.4,0.4,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP214LT,5.5,17.8,0.5,1.1,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP214LU,4.1,7,0.4,0.4,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP214LW,4,5.9,0.4,0.4,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP214NA,57.5,79.7,15.3,20,E01026887,South Norfolk 014D,E07000149,South Norfolk
IP214ND,10.6,22.5,1,1.8,E01026935,South Norfolk 014F,E07000149,South Norfolk
IP214NG,39,80,7.8,20,E01026935,South Norfolk 014F,E07000149,South Norfolk
IP214NH,32.5,79.9,5.6,20,E01026935,South Norfolk 014F,E07000149,South Norfolk
IP214NJ,22.6,63.7,3.9,20,E01026887,South Norfolk 014D,E07000149,South Norfolk
IP214NL,29.8,79.7,7.1,20,E01026887,South Norfolk 014D,E07000149,South Norfolk
IP214NN,20.8,73.4,3.8,20,E01026887,South Norfolk 014D,E07000149,South Norfolk
IP214NP,14.8,19.9,1.2,1.2,E01026887,South Norfolk 014D,E07000149,South Norfolk
IP214NQ,34,79.9,7.9,20,E01026887,South Norfolk 014D,E07000149,South Norfolk
IP214NR,33.6,76.5,8.8,20,E01026887,South Norfolk 014D,E07000149,South Norfolk
IP214NS,18.3,40,4.2,9.7,E01026887,South Norfolk 014D,E07000149,South Norfolk
IP214NT,14.4,39.9,2,10,E01026887,South Norfolk 014D,E07000149,South Norfolk
IP214NW,40.6,80,9.8,20,E01026887,South Norfolk 014D,E07000149,South Norfolk
IP214NX,33.5,79.9,8.2,20,E01026887,South Norfolk 014D,E07000149,South Norfolk
IP214NY,36,79.1,9.1,20,E01026887,South Norfolk 014D,E07000149,South Norfolk
IP214NZ,26.5,71.5,6,17.2,E01026887,South Norfolk 014D,E07000149,South Norfolk
IP214PA,20.9,35.3,3.1,6.7,E01026887,South Norfolk 014D,E07000149,South Norfolk
IP214PB,30.6,68.3,6.8,19.8,E01026887,South Norfolk 014D,E07000149,South Norfolk
IP214PD,17.6,38.3,3.7,9.1,E01026887,South Norfolk 014D,E07000149,South Norfolk
IP214PF,7.6,12.3,0.6,1.2,E01026887,South Norfolk 014D,E07000149,South Norfolk
IP214PH,12.3,52.7,1.7,10,E01026887,South Norfolk 014D,E07000149,South Norfolk
IP214PJ,13.9,24.3,1,1.3,E01026887,South Norfolk 014D,E07000149,South Norfolk
IP214PL,21.3,44.4,4.1,10,E01026887,South Norfolk 014D,E07000149,South Norfolk
IP214PP,18.7,71.4,4.4,20,E01026887,South Norfolk 014D,E07000149,South Norfolk
IP214PR,45.9,78.8,11.8,20,E01026887,South Norfolk 014D,E07000149,South Norfolk
IP214PW,51.5,79.9,13.1,20,E01026887,South Norfolk 014D,E07000149,South Norfolk
IP214PX,46.7,79.9,12.4,20,E01026887,South Norfolk 014D,E07000149,South Norfolk
IP214PY,54,76.8,13.7,20,E01026887,South Norfolk 014D,E07000149,South Norfolk
IP214QB,2.7,3.7,0.6,0.9,E01026887,South Norfolk 014D,E07000149,South Norfolk
IP214QD,14.3,79.8,3,20,E01026887,South Norfolk 014D,E07000149,South Norfolk
IP214QF,3.5,12.4,0.6,0.9,E01026887,South Norfolk 014D,E07000149,South Norfolk
IP214QL,41.7,76.5,11.3,20,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214QN,52.5,74.5,14.1,20,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214QP,6,7.1,0.7,1,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214QQ,10,18.9,1,1.3,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214QR,5.5,7.1,0.8,1.2,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214QS,20.9,67.4,4.7,20,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214QT,33.9,74.2,7.6,18.7,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214QU,44.6,79.9,10.5,20,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214QW,35.5,79.6,8.7,20,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214QX,41.7,80,9.8,20,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214QY,45.9,79.9,10.9,20,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214QZ,36.3,76.5,8.2,20,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214RA,34.8,80,7.8,20,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214RB,36.6,48,7.9,10,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214RD,32.3,73.7,7.5,20,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214RJ,2.8,4.6,0.4,0.4,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214RL,3.4,4.7,0.5,0.6,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214RR,45.9,76.9,10.7,20,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214RT,5.4,23.1,0.8,1.3,E01026887,South Norfolk 014D,E07000149,South Norfolk
IP214RU,42.7,78.3,10.6,20,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214RX,8.1,38.7,1.3,6.2,E01026887,South Norfolk 014D,E07000149,South Norfolk
IP214RZ,5.3,8.7,0.8,1.2,E01026887,South Norfolk 014D,E07000149,South Norfolk
IP214SL,40.9,79.3,8.1,20,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214SN,36.5,52.6,6.6,10,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214SP,38.3,64.9,7.8,18.7,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214SQ,55.5,79.9,16.2,20,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214SS,45.4,79.9,10.3,20,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214SU,38.2,80,7.5,20,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214SW,43.1,79.6,11,20,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214SX,35.1,63.1,7.1,13.4,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214SY,70.5,80,17.7,20,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214SZ,39.5,80,8.2,20,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214TB,37.8,78.9,7.7,20,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214TD,33.9,76.2,6.7,20,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214TE,28,41.7,5.8,9.5,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214TG,61.4,80,15.9,20,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214TH,51,80,10.2,20,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214TJ,47.9,79.9,11.5,20,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214TL,35.3,78,7.8,19.3,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214TN,49.9,79.9,12.4,20,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214TP,25.7,58.3,4.9,16.6,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214TQ,44,79.9,9.7,20,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214TR,54.4,80,14.4,20,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214TS,21.3,22.2,1,1.1,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214UA,5.9,6.9,0.8,1.1,E01026874,South Norfolk 014B,E07000149,South Norfolk
IP214UB,5.2,8.2,0.8,1.1,E01026874,South Norfolk 014B,E07000149,South Norfolk
IP214UH,6.9,10,0.9,1.3,E01026874,South Norfolk 014B,E07000149,South Norfolk
IP214UJ,7,9.7,1.1,1.3,E01026874,South Norfolk 014B,E07000149,South Norfolk
IP214UU,11.9,14.7,1.2,1.3,E01026874,South Norfolk 014B,E07000149,South Norfolk
IP214XD,50.9,71.8,15.6,19.9,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214XF,32.3,79.5,4.8,20,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214XG,51.6,80,11.6,20,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214XH,16.6,30.1,1.2,2,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214XJ,11.4,17.8,1,1.2,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214XP,8.2,10.5,0.8,1.2,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214XR,22.2,79.9,4.7,20,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214XT,4.5,8.1,0.8,1.2,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214XU,4.5,18.3,0.6,1.1,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214XX,1.3,2.2,0.4,0.5,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214XY,2.4,13.4,0.5,1.2,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214YB,3.9,5.3,0.6,0.9,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214YF,5,6.7,0.7,1.2,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214YG,17.2,40,2.1,7.7,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214YH,11.6,35.5,1.9,8.9,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP214YJ,10.6,38.2,1.4,10,E01026872,South Norfolk 013A,E07000149,South Norfolk
IP215AA,34.9,73.9,9,20,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215AB,48.6,80,12.2,20,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215AE,25.7,79.9,9.2,20,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215AF,58.5,80,15.3,20,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215AG,37.6,75.9,8.7,20,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215AH,49.9,80,13.6,20,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215AJ,29.9,68.4,6.4,13.9,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215AL,17.9,51.9,3.4,10.3,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215AN,52,77.1,12.3,20,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215AP,25.2,42.1,8,13.6,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215AQ,30.4,78.4,8.1,15.7,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215AR,36.7,76,7.8,19.6,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215AS,26.4,61,6.4,13.2,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215AT,22.9,55,4.4,10,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215AX,28.2,80,4.7,20,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215AZ,42.6,80,10.2,20,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215BA,21.3,55,4.8,10,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215BB,20.1,39.7,5,8.9,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215BD,30.2,52,6.6,10,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215BE,38.2,55,7.6,10,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215BF,59.7,79.9,14.9,20,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215BH,43.6,54.9,9.4,10,E01030053,Mid Suffolk 003A,E07000203,Mid Suffolk
IP215BL,32.4,50.5,6.3,10,E01030053,Mid Suffolk 003A,E07000203,Mid Suffolk
IP215BT,6.2,10.8,0.7,1.1,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215BY,8.1,11.2,1,1.2,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215BZ,7.9,8.1,0.4,0.4,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215DB,33.3,40,5.9,10,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215DE,20,40,2.4,10,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215DF,23.1,80,4.4,20,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215DH,10.2,27.2,2.9,8.6,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215DJ,5.3,17.7,0.6,1.2,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215DN,7.9,19.4,0.8,1.4,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215DR,16,74.6,4.3,19.9,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215DX,34.7,75.7,7.6,20,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215DY,36,75.8,8.2,20,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215ED,26.4,41.9,5.1,8,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215EE,30.1,80,6.7,20,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215EF,40.9,76.6,9.8,20,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215EG,22.8,36.5,3.2,8.4,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215EH,8.1,24.1,1,1.2,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215EL,5.1,6.6,0.6,0.8,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215EQ,29.4,79.9,7.2,20,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215ER,28.9,77.9,5.4,20,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215ES,1.9,3.4,0.6,0.9,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215ET,12.7,40,3.1,10,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215EU,5.7,40,1.4,10,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215EX,10.7,76,2.4,20,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215HB,21.6,79.9,2,20,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215HD,33.9,50.9,5.3,8.5,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215HE,21.8,54.9,1.9,10,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215HG,34.9,79.9,6.5,20,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215HH,27.8,80,3.4,20,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215HN,16.3,24.2,0.9,1.3,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215HP,30.2,77.8,5,20,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215HQ,20.3,24.4,1.1,1.3,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215HS,29.4,54.9,5.1,13.6,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215HT,29.8,52.6,6,12.8,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215HU,28.8,52.6,4.2,9.5,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215HW,16.7,33.4,1.9,4.8,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215HX,23.3,40,3.1,9.3,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215HZ,27.6,80,5,20,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215JA,22,29.7,3.5,5.2,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215JD,21.4,32.7,3.4,6.6,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215JF,25.4,74.3,4.3,20,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215JG,26.4,52.6,4.4,10,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215JH,20.6,24.9,2,3.1,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215JJ,28,72.4,4.3,20,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215JN,19.3,38.2,3,10,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215JP,11.6,19.2,0.9,1.3,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215JQ,21.6,33.2,2.8,7.2,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215JR,23.6,41.1,3.9,9.2,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215JS,9.1,13.5,0.8,1,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215JT,15.2,26,1.2,2.2,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215JW,29.2,38.2,4.2,8.5,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215LB,8.6,22.5,0.9,1.3,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215LD,44.5,79.9,11.1,20,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215LE,39.9,79.9,9.4,20,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215LG,10.4,22,1.7,3.5,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215LH,8.7,43.9,1.5,6.9,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215LQ,17.7,26.1,2.4,4.6,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215LR,46.9,79.9,10.4,20,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215LS,17.2,80,3.8,20,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215LT,33.7,80,7.9,20,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215LU,26.2,80,4.4,20,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215LX,11,54.8,1.9,10,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215LY,7.4,9.1,0.8,1.1,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215ND,26.3,55,4.6,10,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215NE,29.3,80,6.4,20,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215NF,13.2,20.8,1.2,1.3,E01030058,Mid Suffolk 001B,E07000203,Mid Suffolk
IP215NG,7.7,11.8,1,1.2,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215NH,7.6,9.6,0.8,1.2,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215NJ,9,59.9,1.8,12,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215NL,4.3,5.7,0.8,1.1,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215NQ,10.1,29.5,1.5,5.8,E01034570,Mid Suffolk 003D,E07000203,Mid Suffolk
IP215NZ,60.3,79.9,14.6,20,E01030053,Mid Suffolk 003A,E07000203,Mid Suffolk
IP215PA,52.5,79.9,14.2,20,E01030053,Mid Suffolk 003A,E07000203,Mid Suffolk
IP215PE,29.2,51.8,5.9,8.9,E01030053,Mid Suffolk 003A,E07000203,Mid Suffolk
IP215PF,21.4,40,4.4,9.2,E01030053,Mid Suffolk 003A,E07000203,Mid Suffolk
IP215PG,48.1,80,11.7,20,E01030053,Mid Suffolk 003A,E07000203,Mid Suffolk
IP215PH,19.7,56.4,3.6,9.5,E01030053,Mid Suffolk 003A,E07000203,Mid Suffolk
IP215PL,33.3,53.7,6.3,9.4,E01030053,Mid Suffolk 003A,E07000203,Mid Suffolk
IP215PN,35.9,55.7,7.1,9.6,E01030053,Mid Suffolk 003A,E07000203,Mid Suffolk
IP215PP,43.3,79.9,10,20,E01030053,Mid Suffolk 003A,E07000203,Mid Suffolk
IP215PQ,42.1,80,10.4,20,E01030053,Mid Suffolk 003A,E07000203,Mid Suffolk
IP215PR,49.2,75.9,12.1,20,E01030053,Mid Suffolk 003A,E07000203,Mid Suffolk
IP215PT,52.4,80,12.9,20,E01030053,Mid Suffolk 003A,E07000203,Mid Suffolk
IP215PX,53.8,75.6,13.1,20,E01030053,Mid Suffolk 003A,E07000203,Mid Suffolk
IP215PY,18.7,50.7,2.9,8.3,E01030053,Mid Suffolk 003A,E07000203,Mid Suffolk
