postcode,avg_download,max_download,avg_upload,max_upload,lsoa_code,lsoa_name,district_code,district_name
CB75GJ,76,78,20,20,E01032526,West Suffolk 003D,E07000245,West Suffolk
CB75GL,77.5,79.9,20,20,E01032526,West Suffolk 003D,E07000245,West Suffolk
CB75SL,44.5,80,10.9,20,E01032526,West Suffolk 003D,E07000245,West Suffolk
CB75ZD,44,80,11,20,E01032526,West Suffolk 003D,E07000245,West Suffolk
CB80AA,57.3,200,7.5,20,E01034568,West Suffolk 008E,E07000245,West Suffolk
CB80AB,71.4,200,8.2,20,E01029955,West Suffolk 008C,E07000245,West Suffolk
CB80AD,65,200,7.6,20,E01029955,West Suffolk 008C,E07000245,West Suffolk
CB80AE,57.3,200,6.1,20,E01029955,West Suffolk 008C,E07000245,West Suffolk
CB80AF,86.6,200,7.4,20,E01029955,West Suffolk 008C,E07000245,West Suffolk
CB80AH,68.6,200,5.7,20,E01029953,West Suffolk 008B,E07000245,West Suffolk
CB80AL,41,80,11.3,20,E01029953,West Suffolk 008B,E07000245,West Suffolk
CB80AN,95.2,200,7.3,20,E01029953,West Suffolk 008B,E07000245,West Suffolk
CB80AP,50.8,79.9,13.2,20,E01029953,West Suffolk 008B,E07000245,West Suffolk
CB80AQ,51.9,200,5.9,20,E01029955,West Suffolk 008C,E07000245,West Suffolk
CB80AT,54.2,200,7.5,20,E01029952,West Suffolk 015E,E07000245,West Suffolk
CB80AW,45.1,150,5.4,20,E01029953,West Suffolk 008B,E07000245,West Suffolk
CB80AY,75.7,300,7.2,20,E01029952,West Suffolk 015E,E07000245,West Suffolk
CB80BB,27.7,67.4,5.5,18.2,E01034569,West Suffolk 008F,E07000245,West Suffolk
CB80BD,30.3,106.3,2.6,6,E01029953,West Suffolk 008B,E07000245,West Suffolk
CB80BE,87.1,200,8,20,E01029953,West Suffolk 008B,E07000245,West Suffolk
CB80BG,69.4,200,6.2,20,E01029955,West Suffolk 008C,E07000245,West Suffolk
CB80BH,55.7,200,6,16.3,E01029953,West Suffolk 008B,E07000245,West Suffolk
CB80BJ,66.4,200,6.4,19.8,E01029953,West Suffolk 008B,E07000245,West Suffolk
CB80BL,63,200,4.6,12,E01029953,West Suffolk 008B,E07000245,West Suffolk
CB80BN,74.6,200,5.5,15.7,E01034569,West Suffolk 008F,E07000245,West Suffolk
CB80BP,63.6,150,4.5,10,E01029952,West Suffolk 015E,E07000245,West Suffolk
CB80BQ,62.4,200,7.2,30,E01029955,West Suffolk 008C,E07000245,West Suffolk
CB80BS,46.3,80,9.8,20,E01029952,West Suffolk 015E,E07000245,West Suffolk
CB80BT,58.6,200,5.2,20,E01029952,West Suffolk 015E,E07000245,West Suffolk
CB80BU,46.4,150,5.7,20,E01029952,West Suffolk 015E,E07000245,West Suffolk
CB80BW,50.7,80,11.2,20,E01029953,West Suffolk 008B,E07000245,West Suffolk
CB80BX,53.7,200,4.1,12,E01029955,West Suffolk 008C,E07000245,West Suffolk
CB80BY,68,159,10.6,30,E01029951,West Suffolk 015D,E07000245,West Suffolk
CB80BZ,68.4,200,6.9,16.6,E01029952,West Suffolk 015E,E07000245,West Suffolk
CB80DA,31,55,3.7,10,E01029952,West Suffolk 015E,E07000245,West Suffolk
CB80DB,49.7,158.8,6.3,22.3,E01029951,West Suffolk 015D,E07000245,West Suffolk
CB80DD,74.6,200,11.4,30,E01029951,West Suffolk 015D,E07000245,West Suffolk
CB80DE,72,200,9.2,30,E01029951,West Suffolk 015D,E07000245,West Suffolk
CB80DF,55.7,150,8.5,20,E01029952,West Suffolk 015E,E07000245,West Suffolk
CB80DG,86.2,200,6.7,12,E01029952,West Suffolk 015E,E07000245,West Suffolk
CB80DH,59.6,150,5.8,20,E01029952,West Suffolk 015E,E07000245,West Suffolk
CB80DJ,47.5,200,6.3,20,E01029952,West Suffolk 015E,E07000245,West Suffolk
CB80DL,50.1,200,6.1,12,E01029951,West Suffolk 015D,E07000245,West Suffolk
CB80DP,71.4,200,6.4,20,E01029951,West Suffolk 015D,E07000245,West Suffolk
CB80DQ,68.6,200,7.3,17.8,E01029952,West Suffolk 015E,E07000245,West Suffolk
CB80DR,75.3,200,6.2,20,E01029955,West Suffolk 008C,E07000245,West Suffolk
CB80DS,66.7,200,6,20,E01029955,West Suffolk 008C,E07000245,West Suffolk
CB80DT,71.2,152,8.9,20,E01029955,West Suffolk 008C,E07000245,West Suffolk
CB80DU,44.7,106.3,5,10,E01029955,West Suffolk 008C,E07000245,West Suffolk
CB80DW,33.8,100,3.7,8.5,E01029951,West Suffolk 015D,E07000245,West Suffolk
CB80DX,37.1,80,8.3,20,E01034569,West Suffolk 008F,E07000245,West Suffolk
CB80DY,120.5,200,9.4,17.6,E01029951,West Suffolk 015D,E07000245,West Suffolk
CB80DZ,52.3,200,4.5,20,E01029955,West Suffolk 008C,E07000245,West Suffolk
CB80EA,61.2,200,5.5,20,E01029950,West Suffolk 015C,E07000245,West Suffolk
CB80EE,95.1,200,7.7,20,E01029950,West Suffolk 015C,E07000245,West Suffolk
CB80EF,64.7,200,5.8,20,E01029950,West Suffolk 015C,E07000245,West Suffolk
CB80EG,63.4,200,5.1,20,E01029950,West Suffolk 015C,E07000245,West Suffolk
CB80EH,56.5,200,7.7,20,E01029950,West Suffolk 015C,E07000245,West Suffolk
CB80EJ,102.1,200,6.5,12,E01029952,West Suffolk 015E,E07000245,West Suffolk
CB80EL,85.5,200,7.9,20,E01029952,West Suffolk 015E,E07000245,West Suffolk
CB80EN,62.7,200,5.7,20,E01029952,West Suffolk 015E,E07000245,West Suffolk
CB80EP,43.7,100,5.1,14.2,E01029951,West Suffolk 015D,E07000245,West Suffolk
CB80EQ,57.3,200,6.3,20,E01029950,West Suffolk 015C,E07000245,West Suffolk
CB80ER,70.2,200,5.6,12,E01029951,West Suffolk 015D,E07000245,West Suffolk
CB80ES,67.2,150,8.6,20,E01029952,West Suffolk 015E,E07000245,West Suffolk
CB80ET,75,300,6.9,20,E01029952,West Suffolk 015E,E07000245,West Suffolk
CB80EU,49.7,200,6,20,E01029952,West Suffolk 015E,E07000245,West Suffolk
CB80EW,32.4,106.3,3.7,16.6,E01029952,West Suffolk 015E,E07000245,West Suffolk
CB80EX,63.5,200,5.1,12,E01029952,West Suffolk 015E,E07000245,West Suffolk
CB80EY,54,200,4.8,12,E01029951,West Suffolk 015D,E07000245,West Suffolk
CB80FE,26.4,59.5,4.8,15.9,E01029952,West Suffolk 015E,E07000245,West Suffolk
CB80FH,37.5,59.3,7.1,15.6,E01029949,West Suffolk 015B,E07000245,West Suffolk
CB80FJ,42.1,69.6,12.2,20,E01029949,West Suffolk 015B,E07000245,West Suffolk
CB80GP,24.5,68.5,4.6,20,E01034569,West Suffolk 008F,E07000245,West Suffolk
CB80GQ,31.4,80,6.6,20,E01034569,West Suffolk 008F,E07000245,West Suffolk
CB80GR,82.3,200,6.9,15.8,E01029955,West Suffolk 008C,E07000245,West Suffolk
CB80GS,41.3,80,9.2,20,E01029953,West Suffolk 008B,E07000245,West Suffolk
CB80GT,27.6,55,4.7,10,E01034569,West Suffolk 008F,E07000245,West Suffolk
CB80GW,33.5,62.9,9.4,20,E01034568,West Suffolk 008E,E07000245,West Suffolk
CB80GZ,43.3,65.7,11.1,20,E01029949,West Suffolk 015B,E07000245,West Suffolk
CB80HG,57.6,200,6.9,18.1,E01034569,West Suffolk 008F,E07000245,West Suffolk
CB80HL,56.2,78.5,11,20,E01029950,West Suffolk 015C,E07000245,West Suffolk
CB80HN,75.5,200,6,20,E01029950,West Suffolk 015C,E07000245,West Suffolk
CB80HQ,59.2,200,4.9,12,E01034569,West Suffolk 008F,E07000245,West Suffolk
CB80HR,72.3,200,6.8,20,E01029950,West Suffolk 015C,E07000245,West Suffolk
CB80HT,29.7,55,3.4,10,E01029950,West Suffolk 015C,E07000245,West Suffolk
CB80HW,66.1,200,4,12,E01029950,West Suffolk 015C,E07000245,West Suffolk
CB80HX,62.1,150,3.8,10,E01029950,West Suffolk 015C,E07000245,West Suffolk
CB80HZ,65.3,200,8.1,20,E01029950,West Suffolk 015C,E07000245,West Suffolk
CB80JA,27.5,54,5.4,20,E01029950,West Suffolk 015C,E07000245,West Suffolk
CB80JB,66,200,6.2,20,E01034568,West Suffolk 008E,E07000245,West Suffolk
CB80JD,72.8,106.3,5.8,10,E01029950,West Suffolk 015C,E07000245,West Suffolk
CB80JE,60.5,106.3,4.1,10,E01029950,West Suffolk 015C,E07000245,West Suffolk
CB80JF,84.3,200,7.4,18.1,E01029950,West Suffolk 015C,E07000245,West Suffolk
CB80JG,56.8,106.3,4.3,10,E01029950,West Suffolk 015C,E07000245,West Suffolk
CB80JH,75.5,200,6,14.9,E01029950,West Suffolk 015C,E07000245,West Suffolk
CB80JJ,51.2,200,6.2,12.5,E01029950,West Suffolk 015C,E07000245,West Suffolk
CB80JL,49.7,100,5.5,20,E01029950,West Suffolk 015C,E07000245,West Suffolk
CB80JN,38.9,79.9,6.9,20,E01029950,West Suffolk 015C,E07000245,West Suffolk
CB80JQ,97,300,6.5,20,E01029950,West Suffolk 015C,E07000245,West Suffolk
CB80JS,63.4,200,7.4,20,E01029950,West Suffolk 015C,E07000245,West Suffolk
CB80JT,40.9,100,2.5,6,E01029949,West Suffolk 015B,E07000245,West Suffolk
CB80JU,36,67.6,7,16,E01029949,West Suffolk 015B,E07000245,West Suffolk
CB80JW,77.1,200,8,20,E01029949,West Suffolk 015B,E07000245,West Suffolk
CB80JX,83.3,200,6.3,20,E01029950,West Suffolk 015C,E07000245,West Suffolk
CB80JY,48.4,200,3.3,12,E01029950,West Suffolk 015C,E07000245,West Suffolk
CB80JZ,51.4,200,3.2,12,E01029950,West Suffolk 015C,E07000245,West Suffolk
CB80LD,60.3,150,4.8,20,E01029949,West Suffolk 015B,E07000245,West Suffolk
CB80LE,45.8,106.3,4.6,20,E01029949,West Suffolk 015B,E07000245,West Suffolk
CB80LL,25.1,46.3,5.9,9.9,E01034569,West Suffolk 008F,E07000245,West Suffolk
CB80LS,22.1,59.9,4.4,20,E01034569,West Suffolk 008F,E07000245,West Suffolk
CB80LT,32.5,79.3,7,20,E01034569,West Suffolk 008F,E07000245,West Suffolk
CB80LU,52.9,79.9,14,20,E01034569,West Suffolk 008F,E07000245,West Suffolk
CB80LX,31.7,79.9,5.6,20,E01034569,West Suffolk 008F,E07000245,West Suffolk
CB80LY,27.6,69.7,6.1,20,E01034569,West Suffolk 008F,E07000245,West Suffolk
CB80NA,39.8,79.8,9.2,20,E01029949,West Suffolk 015B,E07000245,West Suffolk
CB80NB,51.7,80,12.1,20,E01029949,West Suffolk 015B,E07000245,West Suffolk
CB80ND,52.1,110.6,11.2,20,E01029949,West Suffolk 015B,E07000245,West Suffolk
CB80NE,55.1,200,8.3,20,E01029949,West Suffolk 015B,E07000245,West Suffolk
CB80NF,57.1,200,7.2,20,E01029949,West Suffolk 015B,E07000245,West Suffolk
CB80NG,71.8,106.3,8.6,13.9,E01029949,West Suffolk 015B,E07000245,West Suffolk
CB80NH,77.1,200,6,12,E01029949,West Suffolk 015B,E07000245,West Suffolk
CB80NL,75.1,200,6.3,20,E01029949,West Suffolk 015B,E07000245,West Suffolk
CB80NN,48.6,200,4.4,12,E01029949,West Suffolk 015B,E07000245,West Suffolk
CB80NP,55.7,200,4.1,14,E01029951,West Suffolk 015D,E07000245,West Suffolk
CB80NQ,55.9,200,8.5,20,E01029949,West Suffolk 015B,E07000245,West Suffolk
CB80NR,58.4,200,4.2,12,E01029951,West Suffolk 015D,E07000245,West Suffolk
CB80NS,41,200,4.3,15.3,E01029951,West Suffolk 015D,E07000245,West Suffolk
CB80NT,57.1,200,5.6,20,E01029949,West Suffolk 015B,E07000245,West Suffolk
CB80NU,56.2,152,6.2,20,E01029949,West Suffolk 015B,E07000245,West Suffolk
CB80NW,35.3,70,2.5,5,E01029949,West Suffolk 015B,E07000245,West Suffolk
CB80NX,28.1,50,3.7,10,E01029949,West Suffolk 015B,E07000245,West Suffolk
CB80NY,56.2,159.3,11.3,30,E01029951,West Suffolk 015D,E07000245,West Suffolk
CB80PA,69.1,200,7.4,20,E01029949,West Suffolk 015B,E07000245,West Suffolk
CB80PB,37.6,80,8.8,20,E01029951,West Suffolk 015D,E07000245,West Suffolk
CB80PT,53.7,106.3,5.3,20,E01029950,West Suffolk 015C,E07000245,West Suffolk
CB80PX,61.5,200,3.9,12,E01029950,West Suffolk 015C,E07000245,West Suffolk
CB80PY,46.1,200,3.8,12,E01029950,West Suffolk 015C,E07000245,West Suffolk
CB80PZ,68.5,200,4.2,12,E01029949,West Suffolk 015B,E07000245,West Suffolk
CB80QA,43.1,200,3.3,12,E01029949,West Suffolk 015B,E07000245,West Suffolk
CB80QB,23.9,100,1.9,6,E01029949,West Suffolk 015B,E07000245,West Suffolk
CB80QD,63.2,200,5.1,12,E01029951,West Suffolk 015D,E07000245,West Suffolk
CB80QE,58.3,152,7.4,20,E01029951,West Suffolk 015D,E07000245,West Suffolk
CB80QF,48.5,106.3,7.3,20,E01029951,West Suffolk 015D,E07000245,West Suffolk
CB80QG,68.4,200,5.1,14.5,E01029949,West Suffolk 015B,E07000245,West Suffolk
CB80QH,61.8,200,4.4,20,E01029949,West Suffolk 015B,E07000245,West Suffolk
CB80QJ,78.3,200,5.3,12,E01029950,West Suffolk 015C,E07000245,West Suffolk
CB80QL,47.9,200,3,12,E01029949,West Suffolk 015B,E07000245,West Suffolk
CB80QN,63.7,300,5.6,20,E01029951,West Suffolk 015D,E07000245,West Suffolk
CB80QQ,86.5,200,5.4,12,E01029949,West Suffolk 015B,E07000245,West Suffolk
CB80QW,47,200,4.6,20,E01029951,West Suffolk 015D,E07000245,West Suffolk
CB80QZ,16.1,40,2.9,10,E01034569,West Suffolk 008F,E07000245,West Suffolk
CB80SA,32.2,80,7.7,20,E01029955,West Suffolk 008C,E07000245,West Suffolk
CB80SR,33.4,74.6,8,20,E01029955,West Suffolk 008C,E07000245,West Suffolk
CB80SS,97.7,200,8.2,20,E01029955,West Suffolk 008C,E07000245,West Suffolk
CB80ST,22.6,76.2,4.2,20,E01034569,West Suffolk 008F,E07000245,West Suffolk
CB80SU,27.7,79.8,5.5,20,E01034569,West Suffolk 008F,E07000245,West Suffolk
CB80SY,29.2,80,6.2,20,E01034569,West Suffolk 008F,E07000245,West Suffolk
CB80SZ,27.1,63.5,6.3,20,E01034569,West Suffolk 008F,E07000245,West Suffolk
CB80TE,30.3,56.5,6.4,15.4,E01029951,West Suffolk 015D,E07000245,West Suffolk
CB80TF,15.8,55,2.3,10,E01029951,West Suffolk 015D,E07000245,West Suffolk
CB80WA,61.2,200,5.9,20,E01034569,West Suffolk 008F,E07000245,West Suffolk
CB87AA,28.6,63.2,5.8,20,E01034568,West Suffolk 008E,E07000245,West Suffolk
CB87AB,51.7,152,7.7,20,E01034568,West Suffolk 008E,E07000245,West Suffolk
CB87AJ,33.6,80,7.3,20,E01029955,West Suffolk 008C,E07000245,West Suffolk
CB87AN,64.1,200,6.7,20,E01029953,West Suffolk 008B,E07000245,West Suffolk
CB87AP,94.3,200,8.7,20,E01029953,West Suffolk 008B,E07000245,West Suffolk
CB87AQ,41.5,79.6,9.6,20,E01029955,West Suffolk 008C,E07000245,West Suffolk
CB87AR,73.9,200,6.3,12,E01029956,West Suffolk 008D,E07000245,West Suffolk
CB87AS,70.2,200,4.7,12,E01029953,West Suffolk 008B,E07000245,West Suffolk
CB87AT,70.6,200,5,20,E01029953,West Suffolk 008B,E07000245,West Suffolk
CB87AU,38.8,80,9.1,20,E01029953,West Suffolk 008B,E07000245,West Suffolk
CB87AW,67.1,200,6.5,20,E01029953,West Suffolk 008B,E07000245,West Suffolk
CB87AX,64.8,200,5.6,20,E01029956,West Suffolk 008D,E07000245,West Suffolk
CB87AZ,80,300,5.9,20,E01029956,West Suffolk 008D,E07000245,West Suffolk
CB87BA,66.3,200,4.1,12,E01029953,West Suffolk 008B,E07000245,West Suffolk
CB87BB,66.5,200,5.2,12,E01029956,West Suffolk 008D,E07000245,West Suffolk
CB87BD,84.9,200,6,12,E01029956,West Suffolk 008D,E07000245,West Suffolk
CB87BG,29,106.3,3.9,7.8,E01029953,West Suffolk 008B,E07000245,West Suffolk
CB87BH,73.4,200,8.3,20,E01029956,West Suffolk 008D,E07000245,West Suffolk
CB87BJ,80.2,200,6.6,20,E01029953,West Suffolk 008B,E07000245,West Suffolk
CB87BN,78.7,200,5.7,12,E01029956,West Suffolk 008D,E07000245,West Suffolk
CB87BQ,55.9,150,6.8,20,E01029956,West Suffolk 008D,E07000245,West Suffolk
CB87BS,21.9,23.1,1.2,1.3,E01034568,West Suffolk 008E,E07000245,West Suffolk
CB87BT,20.8,78.5,3.4,20,E01034568,West Suffolk 008E,E07000245,West Suffolk
CB87BU,30.5,55,7.1,12.1,E01034568,West Suffolk 008E,E07000245,West Suffolk
CB87BW,71.1,200,6.4,27.4,E01029956,West Suffolk 008D,E07000245,West Suffolk
CB87BX,18.7,50.1,3.3,10,E01034568,West Suffolk 008E,E07000245,West Suffolk
CB87BY,15.5,80,2.6,20,E01034568,West Suffolk 008E,E07000245,West Suffolk
CB87DH,8.6,10.5,0.9,1.2,E01034568,West Suffolk 008E,E07000245,West Suffolk
CB87DJ,20.7,55,4.7,10,E01034568,West Suffolk 008E,E07000245,West Suffolk
CB87DL,45.4,80,11,20,E01034568,West Suffolk 008E,E07000245,West Suffolk
CB87DP,59.9,300,7.6,20,E01034568,West Suffolk 008E,E07000245,West Suffolk
CB87DQ,13.7,40,2.6,10,E01034568,West Suffolk 008E,E07000245,West Suffolk
CB87DR,64.6,200,7.2,20,E01034568,West Suffolk 008E,E07000245,West Suffolk
CB87DS,64.2,200,7.2,20,E01034568,West Suffolk 008E,E07000245,West Suffolk
CB87DU,94.7,200,8.2,12,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87DX,68.2,200,10.1,20,E01034568,West Suffolk 008E,E07000245,West Suffolk
CB87DY,87.7,200,7.8,15,E01034568,West Suffolk 008E,E07000245,West Suffolk
CB87DZ,48.4,200,4.5,12,E01034568,West Suffolk 008E,E07000245,West Suffolk
CB87EA,81.7,300,5.9,20,E01029953,West Suffolk 008B,E07000245,West Suffolk
CB87ED,63,200,11.5,20,E01034568,West Suffolk 008E,E07000245,West Suffolk
CB87EH,53.7,100,8.3,20,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87EJ,42.6,77.1,10.2,20,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87EL,71.6,200,8.5,20,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87ER,5.2,6.1,1,1.1,E01029953,West Suffolk 008B,E07000245,West Suffolk
CB87ES,72,200,5.5,20,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87ET,111.6,200,8.4,12,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87EU,60.8,200,4.6,14.6,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87EW,61.7,200,5.2,20,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87EX,74.7,200,7.9,20,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87EY,75,200,5.4,12,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87EZ,23.6,61.8,2.1,6.6,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87FB,53.3,80,13.7,20,E01029955,West Suffolk 008C,E07000245,West Suffolk
CB87FD,30.2,44.1,5.7,10,E01034568,West Suffolk 008E,E07000245,West Suffolk
CB87FE,48.2,80,13.4,20,E01029957,West Suffolk 007B,E07000245,West Suffolk
CB87FF,37.5,80,8.3,20,E01029957,West Suffolk 007B,E07000245,West Suffolk
CB87FH,39.7,79.9,8.4,20,E01034568,West Suffolk 008E,E07000245,West Suffolk
CB87FJ,62.9,80,14.7,20,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87FL,40.6,66.1,10,20,E01029955,West Suffolk 008C,E07000245,West Suffolk
CB87FN,34,106.3,2,6,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87FP,30.6,59.5,5.4,17.8,E01034568,West Suffolk 008E,E07000245,West Suffolk
CB87FQ,115.5,200,8.9,20,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87FT,85.6,106.3,6.7,10,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87FX,33.1,79.6,6.5,18.3,E01029957,West Suffolk 007B,E07000245,West Suffolk
CB87FY,27.7,75.4,4.8,20,E01029957,West Suffolk 007B,E07000245,West Suffolk
CB87HA,79.2,200,5.2,20,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87HB,60.2,200,3.8,12,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87HF,25.9,100,1.8,6.3,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87HG,72.8,200,4.5,12,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87HH,51.5,150,3.2,10,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87HJ,72.6,200,4.5,12,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87HL,63.2,200,4.1,20,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87HN,84.4,200,5.7,19.8,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87HP,46.7,79.9,9.4,19.8,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87HQ,66,150,4.1,10,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87HR,64.7,200,5.7,12,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87HS,68.6,200,4.2,12,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87HT,56.8,100,7.4,17.7,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87HU,106.3,106.3,6,6,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87HW,21.7,40,2.9,8.8,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87HX,76.9,106.3,12.4,20,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87JF,51.5,63.5,8.6,12.6,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87JH,33.2,69.8,7.4,13.7,E01029956,West Suffolk 008D,E07000245,West Suffolk
CB87JN,68.9,100,4.3,6,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87JP,75,200,4.8,12,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87JQ,32.8,72.6,7.2,20,E01029951,West Suffolk 015D,E07000245,West Suffolk
CB87JS,90.7,200,7.3,12,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87JT,54.8,79.9,8.2,20,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87JU,54.7,79.9,8.4,20,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87JW,52,152,6.7,12,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87LB,61.5,152,5.9,12,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87LE,38.1,72.4,7.8,19.9,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87LH,3.8,4.5,1.1,1.1,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87NA,33,67.6,8.9,20,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87NE,6.4,10.2,0.9,1.2,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87NL,5.1,6.7,1,1.1,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87NN,26,52.3,6,20,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87NS,35,52.6,5.7,10,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87NT,31.1,49.7,4.9,7.6,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87NW,26.3,79.9,4.8,17.6,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87PA,49.6,76.6,12.9,20,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87PB,36.7,62.3,6.5,16.6,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87PD,35.1,66.1,5.1,10.1,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87PF,13.9,27.7,2.6,6.9,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87PG,10.7,16,1.2,1.3,E01029937,West Suffolk 008A,E07000245,West Suffolk
CB87PJ,8.2,11.2,0.9,1,E01029957,West Suffolk 007B,E07000245,West Suffolk
CB87PN,41.8,172.6,7.3,20,E01029957,West Suffolk 007B,E07000245,West Suffolk
CB87PR,40.2,80,9,20,E01029957,West Suffolk 007B,E07000245,West Suffolk
CB87PT,46.2,79.9,10.7,20,E01029957,West Suffolk 007B,E07000245,West Suffolk
CB87PY,30,79.9,6.5,20,E01029957,West Suffolk 007B,E07000245,West Suffolk
CB87PZ,23,80,4.3,20,E01029957,West Suffolk 007B,E07000245,West Suffolk
CB87QA,38.8,80,9.1,20,E01029957,West Suffolk 007B,E07000245,West Suffolk
CB87QP,49.9,79.9,12.8,20,E01033452,West Suffolk 007C,E07000245,West Suffolk
CB87QS,28.1,80,6.1,20,E01029957,West Suffolk 007B,E07000245,West Suffolk
CB87RB,34.1,71.2,5.8,16.2,E01029957,West Suffolk 007B,E07000245,West Suffolk
CB87RG,49.7,79.3,13.2,20,E01033452,West Suffolk 007C,E07000245,West Suffolk
CB87RN,63.4,106.3,5.6,10,E01029956,West Suffolk 008D,E07000245,West Suffolk
CB87RP,82.7,200,6.9,12,E01029953,West Suffolk 008B,E07000245,West Suffolk
CB87RR,75.9,200,6.5,20,E01029956,West Suffolk 008D,E07000245,West Suffolk
CB87RS,94.7,200,7.9,20,E01029956,West Suffolk 008D,E07000245,West Suffolk
CB87RT,101.9,200,8.2,20.8,E01029956,West Suffolk 008D,E07000245,West Suffolk
CB87RU,84.6,200,9.1,20,E01029956,West Suffolk 008D,E07000245,West Suffolk
CB87RW,65.3,200,6.6,20,E01029953,West Suffolk 008B,E07000245,West Suffolk
CB87RX,72.3,200,6.7,30,E01029956,West Suffolk 008D,E07000245,West Suffolk
CB87SA,79.7,200,8.9,20,E01029955,West Suffolk 008C,E07000245,West Suffolk
CB87SB,51.4,200,4.7,20,E01029955,West Suffolk 008C,E07000245,West Suffolk
CB87SD,54.6,200,7.3,20,E01029955,West Suffolk 008C,E07000245,West Suffolk
CB87SE,69.9,200,5.8,12,E01029955,West Suffolk 008C,E07000245,West Suffolk
CB87SF,65.2,200,7.6,30,E01029955,West Suffolk 008C,E07000245,West Suffolk
CB87SG,53.4,80,13.1,20,E01029953,West Suffolk 008B,E07000245,West Suffolk
CB87SH,41.9,80,10.5,20,E01029953,West Suffolk 008B,E07000245,West Suffolk
CB87SQ,26.1,80,7.2,20,E01029953,West Suffolk 008B,E07000245,West Suffolk
CB87SX,22,73.7,3.4,10,E01029953,West Suffolk 008B,E07000245,West Suffolk
CB87SY,44.7,80,10,20,E01029953,West Suffolk 008B,E07000245,West Suffolk
CB87XG,99.2,200,9.4,19.9,E01034568,West Suffolk 008E,E07000245,West Suffolk
CB87XL,32.1,80,6.3,20,E01029955,West Suffolk 008C,E07000245,West Suffolk
CB87XN,26.4,80,7.5,20,E01029953,West Suffolk 008B,E07000245,West Suffolk
CB87YN,41.7,200,5.2,20,E01034568,West Suffolk 008E,E07000245,West Suffolk
CB87YP,38.4,68.1,10.4,20,E01034568,West Suffolk 008E,E07000245,West Suffolk
CB87YY,4.8,6.3,1,1.1,E01029953,West Suffolk 008B,E07000245,West Suffolk
CB88AA,98.5,200,7.1,12,E01029925,West Suffolk 015A,E07000245,West Suffolk
CB88AB,48.3,77.3,13.2,20,E01029925,West Suffolk 015A,E07000245,West Suffolk
CB88AD,47.5,200,6.3,20,E01029925,West Suffolk 015A,E07000245,West Suffolk
CB88AE,40.5,200,4.5,12.2,E01029925,West Suffolk 015A,E07000245,West Suffolk
