lsoa_code,lsoa_name,population,district_name
E01030069,Mid Suffolk 009B,1532,Mid Suffolk
E01030070,Mid Suffolk 011E,2046,Mid Suffolk
E01030071,Mid Suffolk 010B,1512,Mid Suffolk
E01030072,Mid Suffolk 009C,1677,Mid Suffolk
E01030073,Mid Suffolk 008A,1572,Mid Suffolk
E01030075,Mid Suffolk 009D,2135,Mid Suffolk
E01030076,Mid Suffolk 010D,1666,Mid Suffolk
E01030077,Mid Suffolk 008B,1559,Mid Suffolk
E01030078,Mid Suffolk 010E,1590,Mid Suffolk
E01030079,Mid Suffolk 008C,1478,Mid Suffolk
E01030080,Mid Suffolk 008D,1651,Mid Suffolk
E01030081,Mid Suffolk 005D,2708,Mid Suffolk
E01030083,Mid Suffolk 007C,2331,Mid Suffolk
E01030084,Mid Suffolk 004D,2049,Mid Suffolk
E01030085,Mid Suffolk 004E,1627,Mid Suffolk
E01030086,Mid Suffolk 006D,1207,Mid Suffolk
E01030087,Mid Suffolk 007D,1325,Mid Suffolk
E01030088,Mid Suffolk 001D,1229,Mid Suffolk
E01030089,Mid Suffolk 006E,2191,Mid Suffolk
E01030090,Mid Suffolk 003C,2490,Mid Suffolk
E01033316,Mid Suffolk 010F,2016,Mid Suffolk
E01033317,Mid Suffolk 010G,1783,Mid Suffolk
E01033319,Mid Suffolk 010H,2735,Mid Suffolk
E01034570,Mid Suffolk 003D,1731,Mid Suffolk
E01034571,Mid Suffolk 003E,1085,Mid Suffolk
E01030152,East Suffolk 019A,1994,East Suffolk
E01030153,East Suffolk 019B,1177,East Suffolk
E01030154,East Suffolk 017A,2208,East Suffolk
E01030155,East Suffolk 022A,2024,East Suffolk
E01030158,East Suffolk 028A,1569,East Suffolk
E01030159,East Suffolk 028B,1456,East Suffolk
E01030160,East Suffolk 029A,1610,East Suffolk
E01030161,East Suffolk 029B,1724,East Suffolk
E01030162,East Suffolk 030A,1525,East Suffolk
E01030163,East Suffolk 030B,1790,East Suffolk
E01030164,East Suffolk 028C,1520,East Suffolk
E01030165,East Suffolk 030C,1692,East Suffolk
E01030166,East Suffolk 028D,1378,East Suffolk
E01030167,East Suffolk 030D,1350,East Suffolk
E01030168,East Suffolk 029C,1425,East Suffolk
E01030169,East Suffolk 029D,1656,East Suffolk
E01030170,East Suffolk 029E,1669,East Suffolk
E01030171,East Suffolk 027A,1834,East Suffolk
E01030172,East Suffolk 017B,2180,East Suffolk
E01030173,East Suffolk 017C,2289,East Suffolk
E01030174,East Suffolk 017D,1416,East Suffolk
E01030175,East Suffolk 021A,2334,East Suffolk
E01030176,East Suffolk 017E,2057,East Suffolk
E01030179,East Suffolk 024A,2779,East Suffolk
E01030180,East Suffolk 024B,1389,East Suffolk
E01030181,East Suffolk 025A,1992,East Suffolk
E01030183,East Suffolk 024C,1881,East Suffolk
E01030184,East Suffolk 024D,1697,East Suffolk
E01030185,East Suffolk 022B,1994,East Suffolk
E01030186,East Suffolk 018A,1687,East Suffolk
E01030187,East Suffolk 019C,1678,East Suffolk
E01030188,East Suffolk 019D,1664,East Suffolk
E01030189,East Suffolk 019E,1678,East Suffolk
E01030190,East Suffolk 025B,2414,East Suffolk
E01030191,East Suffolk 025C,1483,East Suffolk
E01030192,East Suffolk 025D,1333,East Suffolk
E01030193,East Suffolk 020A,2063,East Suffolk
E01030194,East Suffolk 020B,1819,East Suffolk
E01030195,East Suffolk 020C,1620,East Suffolk
E01030196,East Suffolk 026A,1576,East Suffolk
E01030197,East Suffolk 026B,1845,East Suffolk
E01030198,East Suffolk 025E,1358,East Suffolk
E01030199,East Suffolk 023A,1742,East Suffolk
E01030200,East Suffolk 021B,2329,East Suffolk
E01030201,East Suffolk 016A,2134,East Suffolk
E01030203,East Suffolk 022C,2007,East Suffolk
E01030204,East Suffolk 026C,1944,East Suffolk
E01030205,East Suffolk 026D,1277,East Suffolk
E01030206,East Suffolk 026E,1461,East Suffolk
E01030207,East Suffolk 024E,1592,East Suffolk
E01030208,East Suffolk 018B,1295,East Suffolk
E01030209,East Suffolk 018C,2380,East Suffolk
E01030210,East Suffolk 018D,2507,East Suffolk
E01030211,East Suffolk 022D,1840,East Suffolk
E01030212,East Suffolk 018E,2015,East Suffolk
E01030214,East Suffolk 027B,1190,East Suffolk
E01030215,East Suffolk 027C,1713,East Suffolk
E01030216,East Suffolk 027D,1469,East Suffolk
E01030217,East Suffolk 027E,1461,East Suffolk
E01030218,East Suffolk 027F,1524,East Suffolk
E01030219,East Suffolk 016B,2006,East Suffolk
E01030220,East Suffolk 020D,2210,East Suffolk
E01030221,East Suffolk 021C,2187,East Suffolk
E01030222,East Suffolk 016C,2136,East Suffolk
E01030223,East Suffolk 010A,1810,East Suffolk
E01030224,East Suffolk 010B,1599,East Suffolk
E01030225,East Suffolk 010C,1661,East Suffolk
E01030226,East Suffolk 011A,1872,East Suffolk
E01030227,East Suffolk 010D,1486,East Suffolk
E01030228,East Suffolk 010E,1708,East Suffolk
E01030229,East Suffolk 015A,2150,East Suffolk
E01030230,East Suffolk 013A,1788,East Suffolk
E01030231,East Suffolk 013B,1541,East Suffolk
E01030232,East Suffolk 013C,1671,East Suffolk
E01030233,East Suffolk 007A,1479,East Suffolk
E01030234,East Suffolk 008A,1563,East Suffolk
E01030235,East Suffolk 007B,1503,East Suffolk
E01030236,East Suffolk 008B,1910,East Suffolk
E01030237,East Suffolk 008C,2940,East Suffolk
E01030238,East Suffolk 008D,1780,East Suffolk
E01030239,East Suffolk 012A,1869,East Suffolk
E01030240,East Suffolk 001A,1597,East Suffolk
E01030241,East Suffolk 001B,1459,East Suffolk
E01030242,East Suffolk 001C,1386,East Suffolk
E01030243,East Suffolk 015B,1504,East Suffolk
E01030244,East Suffolk 015C,1846,East Suffolk
E01030245,East Suffolk 015D,1602,East Suffolk
E01030246,East Suffolk 004A,1375,East Suffolk
E01030247,East Suffolk 006A,1861,East Suffolk
E01030248,East Suffolk 004B,1506,East Suffolk
E01030249,East Suffolk 004C,1799,East Suffolk
E01030250,East Suffolk 004D,2019,East Suffolk
E01030251,East Suffolk 012B,1505,East Suffolk
E01030252,East Suffolk 012C,1735,East Suffolk
E01030253,East Suffolk 012D,1795,East Suffolk
E01030254,East Suffolk 006B,1397,East Suffolk
E01030255,East Suffolk 005A,1328,East Suffolk
E01030256,East Suffolk 006C,1521,East Suffolk
E01030257,East Suffolk 009A,1491,East Suffolk
E01030258,East Suffolk 006D,1606,East Suffolk
E01030259,East Suffolk 001D,1126,East Suffolk
E01030260,East Suffolk 001E,1025,East Suffolk
E01030261,East Suffolk 002A,1486,East Suffolk
E01030262,East Suffolk 002B,1256,East Suffolk
E01030263,East Suffolk 005B,1532,East Suffolk
E01030264,East Suffolk 004E,1485,East Suffolk
E01030265,East Suffolk 004F,1482,East Suffolk
E01030266,East Suffolk 003A,1622,East Suffolk
E01030267,East Suffolk 003B,2445,East Suffolk
E01030268,East Suffolk 007C,1324,East Suffolk
E01030269,East Suffolk 007D,1678,East Suffolk
E01030270,East Suffolk 005C,1516,East Suffolk
E01030271,East Suffolk 003C,1425,East Suffolk
E01030272,East Suffolk 012E,1549,East Suffolk
E01030273,East Suffolk 012F,1505,East Suffolk
E01030274,East Suffolk 009B,1194,East Suffolk
E01030275,East Suffolk 009C,1112,East Suffolk
E01030276,East Suffolk 006E,1159,East Suffolk
E01030277,East Suffolk 002C,1141,East Suffolk
E01030278,East Suffolk 003D,1537,East Suffolk
E01030279,East Suffolk 002D,1368,East Suffolk
E01030280,East Suffolk 003E,1335,East Suffolk
E01030281,East Suffolk 002E,2616,East Suffolk
E01030283,East Suffolk 014A,1320,East Suffolk
E01030285,East Suffolk 013D,2242,East Suffolk
E01030286,East Suffolk 011B,2159,East Suffolk
E01030287,East Suffolk 009D,1373,East Suffolk
E01030288,East Suffolk 007E,1418,East Suffolk
E01030289,East Suffolk 005D,1495,East Suffolk
E01030290,East Suffolk 005E,1454,East Suffolk
E01030291,East Suffolk 009E,1507,East Suffolk
E01030292,East Suffolk 011C,1444,East Suffolk
E01030293,East Suffolk 011D,1623,East Suffolk
E01030294,East Suffolk 011E,1410,East Suffolk
E01030295,East Suffolk 014B,2377,East Suffolk
E01033442,East Suffolk 025F,1604,East Suffolk
E01033443,East Suffolk 023B,1644,East Suffolk
E01033444,East Suffolk 025G,1501,East Suffolk
E01033445,East Suffolk 023C,1759,East Suffolk
E01033446,East Suffolk 023D,2835,East Suffolk
E01033447,East Suffolk 025H,1483,East Suffolk
E01033448,East Suffolk 023E,1308,East Suffolk
E01033449,East Suffolk 023F,1869,East Suffolk
E01033450,East Suffolk 028E,2277,East Suffolk
E01035154,East Suffolk 014C,2207,East Suffolk
E01029925,West Suffolk 015A,1824,West Suffolk
E01029926,West Suffolk 002A,1661,West Suffolk
E01029927,West Suffolk 002B,2514,West Suffolk
E01029928,West Suffolk 002C,1833,West Suffolk
E01029929,West Suffolk 002D,2202,West Suffolk
E01029930,West Suffolk 002E,1611,West Suffolk
E01029937,West Suffolk 008A,2370,West Suffolk
E01029938,West Suffolk 004A,1508,West Suffolk
E01029939,West Suffolk 004B,1613,West Suffolk
E01029940,West Suffolk 004C,1340,West Suffolk
E01029941,West Suffolk 007A,1831,West Suffolk
E01029942,West Suffolk 001A,1529,West Suffolk
E01029944,West Suffolk 001B,1672,West Suffolk
E01029945,West Suffolk 003A,2446,West Suffolk
E01029946,West Suffolk 004D,2139,West Suffolk
E01029947,West Suffolk 004E,2297,West Suffolk
E01029949,West Suffolk 015B,1524,West Suffolk
E01029950,West Suffolk 015C,1830,West Suffolk
E01029951,West Suffolk 015D,1375,West Suffolk
E01029952,West Suffolk 015E,1216,West Suffolk
E01029953,West Suffolk 008B,1377,West Suffolk
E01029955,West Suffolk 008C,1788,West Suffolk
E01029956,West Suffolk 008D,1507,West Suffolk
E01029957,West Suffolk 007B,2334,West Suffolk
E01030091,West Suffolk 011A,1864,West Suffolk
E01030092,West Suffolk 014A,1449,West Suffolk
E01030093,West Suffolk 011B,1650,West Suffolk
E01030094,West Suffolk 006A,1448,West Suffolk
E01030095,West Suffolk 005A,1221,West Suffolk
E01030096,West Suffolk 005B,1457,West Suffolk
E01030097,West Suffolk 005C,1271,West Suffolk
E01030098,West Suffolk 010A,2707,West Suffolk
E01030099,West Suffolk 017A,1932,West Suffolk
E01030100,West Suffolk 010B,2217,West Suffolk
E01030101,West Suffolk 017B,2282,West Suffolk
E01030104,West Suffolk 016A,2668,West Suffolk
E01030105,West Suffolk 020A,1879,West Suffolk
E01030106,West Suffolk 020B,2385,West Suffolk
E01030107,West Suffolk 020C,1609,West Suffolk
E01030108,West Suffolk 020D,1863,West Suffolk
E01030109,West Suffolk 019A,1877,West Suffolk
E01030110,West Suffolk 019B,2848,West Suffolk
E01030111,West Suffolk 019C,1355,West Suffolk
E01030112,West Suffolk 019D,1817,West Suffolk
E01030113,West Suffolk 020E,2193,West Suffolk
E01030114,West Suffolk 020F,1508,West Suffolk
E01030115,West Suffolk 021A,2363,West Suffolk
E01030116,West Suffolk 021B,2228,West Suffolk
E01030117,West Suffolk 021C,1503,West Suffolk
E01030118,West Suffolk 021D,1505,West Suffolk
E01030119,West Suffolk 010C,2291,West Suffolk
E01030121,West Suffolk 006B,2283,West Suffolk
E01030122,West Suffolk 018A,2175,West Suffolk
E01030123,West Suffolk 014B,1680,West Suffolk
E01030124,West Suffolk 014C,1574,West Suffolk
E01030125,West Suffolk 014D,1404,West Suffolk
E01030127,West Suffolk 012A,1115,West Suffolk
E01030128,West Suffolk 012B,1305,West Suffolk
E01030129,West Suffolk 012C,1278,West Suffolk
E01030130,West Suffolk 009A,1373,West Suffolk
E01030131,West Suffolk 009B,1291,West Suffolk
E01030132,West Suffolk 006C,1536,West Suffolk
E01030133,West Suffolk 006D,1415,West Suffolk
E01030134,West Suffolk 010D,1259,West Suffolk
E01030135,West Suffolk 010E,1436,West Suffolk
E01030137,West Suffolk 011C,1645,West Suffolk
E01030138,West Suffolk 016B,2588,West Suffolk
E01030139,West Suffolk 009C,1668,West Suffolk
E01030140,West Suffolk 009D,1191,West Suffolk
E01030141,West Suffolk 009E,1481,West Suffolk
E01030142,West Suffolk 013A,1591,West Suffolk
E01030143,West Suffolk 013B,1391,West Suffolk
E01030144,West Suffolk 013C,1229,West Suffolk
E01030145,West Suffolk 005D,1403,West Suffolk
E01030146,West Suffolk 005E,1521,West Suffolk
E01030147,West Suffolk 013D,1454,West Suffolk
E01030148,West Suffolk 014E,1190,West Suffolk
E01030149,West Suffolk 014F,1473,West Suffolk
E01030150,West Suffolk 017C,2286,West Suffolk
E01030151,West Suffolk 018B,2669,West Suffolk
E01032523,West Suffolk 003B,2278,West Suffolk
E01032524,West Suffolk 003C,1234,West Suffolk
E01032526,West Suffolk 003D,1889,West Suffolk
E01032612,West Suffolk 015F,2054,West Suffolk
E01033043,West Suffolk 011D,1185,West Suffolk
E01033044,West Suffolk 012D,1449,West Suffolk
E01033045,West Suffolk 012E,1266,West Suffolk
E01033046,West Suffolk 011E,1103,West Suffolk
E01033047,West Suffolk 011F,1107,West Suffolk
E01033048,West Suffolk 013E,1407,West Suffolk
E01033049,West Suffolk 013F,1129,West Suffolk
E01033050,West Suffolk 012F,1205,West Suffolk
E01033452,West Suffolk 007C,1721,West Suffolk
E01033454,West Suffolk 007D,1769,West Suffolk
E01034561,West Suffolk 001C,1602,West Suffolk
E01034562,West Suffolk 001D,2712,West Suffolk
E01034563,West Suffolk 001E,1299,West Suffolk
E01034564,West Suffolk 003E,1234,West Suffolk
E01034565,West Suffolk 003F,1419,West Suffolk
E01034566,West Suffolk 007E,2019,West Suffolk
E01034567,West Suffolk 007F,1185,West Suffolk
E01034568,West Suffolk 008E,1281,West Suffolk
E01034569,West Suffolk 008F,1235,West Suffolk
E01034572,West Suffolk 016C,1639,West Suffolk
E01034573,West Suffolk 016D,2028,West Suffolk
E01034574,West Suffolk 018C,2153,West Suffolk
E01034575,West Suffolk 018D,1095,West Suffolk
